,Case_Number,Case_NumberAlt,Reported_Date,Occurred_Date,NIBRS_Crime_Against,Offense_Category,Offense,Problem_Initial,Problem_Final,Address,Precinct,Neighborhood,Latitude,Longitude,Date_Occurred,Time_Occurred,Date_Reported,Time_Reported
33524,19-702712,MP2019702712,2019-05-23 16:25:00+00:00,2019-05-20 20:30:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2019-05-20,20:30:00,2019-05-23,16:25:00
33689,19-150957,MP2019150957,2019-05-28 11:41:00+00:00,2019-05-26 00:01:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0041XX CEDAR AVE S,3.0,Standish,44.92781,-93.24732,2019-05-26,00:01:00,2019-05-28,11:41:00
33762,20-268404,MP2020268404,2020-10-19 15:07:00+00:00,2020-10-19 00:30:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0036XX 28TH AVE S,3.0,Standish,44.93681,-93.23212,2020-10-19,00:30:00,2020-10-19,15:07:00
33805,21-710539,MP2021710539,2021-12-21 13:01:00+00:00,2021-12-20 18:35:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,,,0032XX 37TH ST E,3.0,Standish,44.93595,-93.22609,2021-12-20,18:35:00,2021-12-21,13:01:00
34145,19-347169,MP2019347169,2019-11-21 17:11:00+00:00,2019-11-21 17:10:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft in Progress (P),Auto Theft in Progress (P),0023XX 38TH ST E,3.0,Standish,44.93411,-93.23782,2019-11-21,17:10:00,2019-11-21,17:11:00
34188,21-230169,MP2021230169,2021-10-06 19:13:00+00:00,2021-10-05 22:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2021-10-05,22:00:00,2021-10-06,19:13:00
34224,21-118279,MP2021118279,2021-06-04 08:04:00+00:00,2021-05-31 14:05:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,Theft - Report Only (P),Theft - Report Only (P),0036XX 28TH AVE S,3.0,Standish,44.93681,-93.23212,2021-05-31,14:05:00,2021-06-04,08:04:00
34299,21-045021,MP202145021,2021-03-05 08:00:00+00:00,2021-03-04 11:10:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,Theft - Report Only (P),Theft - Report Only (P),0040XX 28TH AVE S,3.0,Standish,44.9296,-93.23211,2021-03-04,11:10:00,2021-03-05,08:00:00
34341,21-708462,MP2021708462,2021-10-19 12:42:00+00:00,2021-10-19 11:49:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2021-10-19,11:49:00,2021-10-19,12:42:00
34499,22-141722,MP2022141722,2022-06-25 10:40:00+00:00,2022-06-25 10:30:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Theft (P),Theft (P),38TH ST E / 26TH AVE S,3.0,Standish,44.93412,-93.23465,2022-06-25,10:30:00,2022-06-25,10:40:00
34634,22-711869,MP2022711869,2022-10-12 21:29:00+00:00,2022-10-12 13:19:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2022-10-12,13:19:00,2022-10-12,21:29:00
34682,21-705810,MP2021705810,2021-08-03 15:28:00+00:00,2021-07-30 00:00:00+00:00,Property ,Fraud Offenses ,Identity Theft ,,,0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2021-07-30,00:00:00,2021-08-03,15:28:00
34754,20-249188,MP2020249188,2020-09-26 22:59:00+00:00,2020-09-26 22:00:00+00:00,Property ,Stolen Property Offenses ,Stolen Property Offenses ,Auto Theft in Progress (P),Auto Theft in Progress (P),0040XX LONGFELLOW AVE,3.0,Standish,44.92962,-93.24606,2020-09-26,22:00:00,2020-09-26,22:59:00
34813,20-704728,MP2020704728,2020-08-06 07:37:00+00:00,2020-08-04 22:15:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2020-08-04,22:15:00,2020-08-06,07:37:00
34850,20-708666,MP2020708666,2020-12-14 15:39:00+00:00,2020-12-01 17:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0032XX 37TH ST E,3.0,Standish,44.93595,-93.22609,2020-12-01,17:00:00,2020-12-14,15:39:00
34854,21-054284,MP202154284,2021-03-15 23:01:00+00:00,2021-03-15 22:30:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Damage Property-In Progress(P),Damage Property-In Progress(P),0041XX CEDAR AVE S,3.0,Standish,44.92781,-93.24732,2021-03-15,22:30:00,2021-03-15,23:01:00
34961,19-701647,MP2019701647,2019-04-04 12:12:00+00:00,2019-03-31 23:59:00+00:00,Property ,Fraud Offenses ,Identity Theft ,,,0039XX 24TH AVE S,3.0,Standish,44.93141,-93.23719,2019-03-31,23:59:00,2019-04-04,12:12:00
35077,19-702695,MP2019702695,2019-05-23 09:34:00+00:00,2019-05-17 09:25:00+00:00,Property ,Fraud Offenses ,Credit Card/Automated Teller Machine Fraud ,,,0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2019-05-17,09:25:00,2019-05-23,09:34:00
35213,20-154978,MP2020154978,2020-06-08 05:46:00+00:00,2020-06-08 05:08:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0039XX 22ND AVE S,3.0,Standish,44.93141,-93.24099,2020-06-08,05:08:00,2020-06-08,05:46:00
35353,21-700119,MP2021700119,2021-01-07 11:30:00+00:00,2021-01-06 23:00:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,,,0041XX 26TH AVE S,3.0,Standish,44.9278,-93.23466,2021-01-06,23:00:00,2021-01-07,11:30:00
35570,21-076339,MP202176339,2021-04-12 05:47:00+00:00,2021-04-12 03:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Business - Report (P),Burglary Business - Report (P),0041XX CEDAR AVE S,3.0,Standish,44.92781,-93.24732,2021-04-12,03:00:00,2021-04-12,05:47:00
35602,21-701078,MP2021701078,2021-02-12 11:28:00+00:00,2020-06-20 00:00:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2020-06-20,00:00:00,2021-02-12,11:28:00
35628,20-211255,MP2020211255,2020-08-13 23:29:00+00:00,2020-08-13 21:11:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft in Progress (P),Auto Theft in Progress (P),0038XX 22ND AVE S,3.0,Standish,44.93321,-93.24099,2020-08-13,21:11:00,2020-08-13,23:29:00
35654,21-701945,MP2021701945,2021-03-23 09:03:00+00:00,2019-10-19 17:00:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2019-10-19,17:00:00,2021-03-23,09:03:00
35741,22-127448,MP2022127448,2022-06-10 05:16:00+00:00,2022-06-10 04:30:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Burglary Dwlng In Progress (P),Burglary Dwlng In Progress (P),0041XX 24TH AVE S,3.0,Standish,44.9278,-93.2372,2022-06-10,04:30:00,2022-06-10,05:16:00
35787,22-127623,MP2022127623,2022-06-10 11:15:00+00:00,2022-06-10 11:10:00+00:00,Property ,Robbery ,Robbery ,Robbery of Person (P),Robbery of Person (P),0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2022-06-10,11:10:00,2022-06-10,11:15:00
36036,21-704037,MP2021704037,2021-06-10 21:56:00+00:00,2021-06-09 09:45:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0041XX STANDISH AVE,3.0,Standish,44.92781,-93.23973,2021-06-09,09:45:00,2021-06-10,21:56:00
36083,21-230798,MP2021230798,2021-10-19 02:30:00+00:00,2021-10-19 02:30:00+00:00,Person ,Assault Offenses ,Intimidation ,Personal Injury Accident (PFE),Personal Injury Accident (PFE),0038XX 24TH AVE S,3.0,Standish,44.93321,-93.23719,2021-10-19,02:30:00,2021-10-19,02:30:00
36537,20-087362,MP202087362,2020-04-03 12:20:00+00:00,2020-04-03 11:08:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Robbery of Biz In Progress (P)~PD,Damage Property-Rpt Only (P),0028XX 42ND ST E,3.0,Standish,44.92689,-93.23148,2020-04-03,11:08:00,2020-04-03,12:20:00
36548,19-289337,MP2019289337,2019-09-23 14:47:00+00:00,2019-09-20 20:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0040XX 22ND AVE S,3.0,Standish,44.92961,-93.24099,2019-09-20,20:00:00,2019-09-23,14:47:00
36568,21-703992,MP2021703992,2021-06-08 21:33:00+00:00,2021-06-06 21:25:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2021-06-06,21:25:00,2021-06-08,21:33:00
36702,21-296770,MP2021296770,2021-12-29 15:29:00+00:00,2021-12-28 20:00:00+00:00,Person ,Assault Offenses ,Aggravated Assault ,Assault Report Only (P),Assault Report Only (P),0011XX 41ST ST E,3.0,Standish,44.92873,-93.25809,2021-12-28,20:00:00,2021-12-29,15:29:00
36835,21-705251,MP2021705251,2021-07-18 16:34:00+00:00,2021-07-18 07:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0041XX STANDISH AVE,3.0,Standish,44.92781,-93.23973,2021-07-18,07:00:00,2021-07-18,16:34:00
36932,20-301946,MP2020301946,2020-12-02 19:19:00+00:00,2020-12-02 18:00:00+00:00,Property ,Robbery ,Robbery ,Fight (P),Fight (P),0040XX 25TH AVE S,3.0,Standish,44.9296,-93.23593,2020-12-02,18:00:00,2020-12-02,19:19:00
37132,21-702290,MP2021702290,2021-04-07 16:43:00+00:00,2021-04-06 22:00:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,,,0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2021-04-06,22:00:00,2021-04-07,16:43:00
37194,21-702478,MP2021702478,2021-04-15 11:49:00+00:00,2021-03-28 00:00:00+00:00,Property ,Fraud Offenses ,Identity Theft ,,,0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2021-03-28,00:00:00,2021-04-15,11:49:00
37536,20-204521,MP2020204521,2020-08-06 15:40:00+00:00,2020-08-06 05:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0036XX 26TH AVE S,3.0,Standish,44.93682,-93.23465,2020-08-06,05:00:00,2020-08-06,15:40:00
37667,19-255800,MP2019255800,2019-08-25 14:45:00+00:00,2019-08-15 09:00:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,Suspicious Person (P),Suspicious Person (P),0032XX 37TH ST E,3.0,Standish,44.93595,-93.22609,2019-08-15,09:00:00,2019-08-25,14:45:00
37719,20-098670,MP202098670,2020-04-15 13:41:00+00:00,2020-04-15 12:28:00+00:00,Person ,Assault Offenses ,Intimidation ,Threats (P),Threats (P),0040XX 23RD AVE S,3.0,Standish,44.92961,-93.23846,2020-04-15,12:28:00,2020-04-15,13:41:00
37872,19-333599,MP2019333599,2019-11-07 08:10:00+00:00,2019-11-06 20:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0040XX STANDISH AVE,3.0,Standish,44.92961,-93.23973,2019-11-06,20:00:00,2019-11-07,08:10:00
37918,21-169512,MP2021169512,2021-07-30 04:36:00+00:00,2021-07-30 04:00:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Sound of Shots Fired (P),Sound of Shots Fired (P),0041XX 25TH AVE S,3.0,Standish,44.9278,-93.23593,2021-07-30,04:00:00,2021-07-30,04:36:00
38079,20-204549,MP2020204549,2020-08-06 12:15:00+00:00,2020-08-05 11:30:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0041XX 26TH AVE S,3.0,Standish,44.9278,-93.23466,2020-08-05,11:30:00,2020-08-06,12:15:00
38293,21-269569,MP2021269569,2021-11-23 07:37:00+00:00,2021-11-22 18:30:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0038XX 28TH AVE S,3.0,Standish,44.93321,-93.23211,2021-11-22,18:30:00,2021-11-23,07:37:00
38433,20-139398,MP2020139398,2020-05-24 20:25:00+00:00,2020-05-22 15:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0042XX 24TH AVE S,3.0,Standish,44.926,-93.23721,2020-05-22,15:00:00,2020-05-24,20:25:00
38459,21-020200,MP202120200,2021-01-29 13:41:00+00:00,2021-01-28 19:30:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2021-01-28,19:30:00,2021-01-29,13:41:00
38695,22-255683,MP2022255683,2022-10-26 20:00:00+00:00,2022-10-26 19:47:00+00:00,Person ,Assault Offenses ,Simple Assault ,Person In Crisis (P),Person In Crisis (P),0037XX 23RD AVE S,3.0,Standish,44.93501,-93.23889,2022-10-26,19:47:00,2022-10-26,20:00:00
38767,21-707017,MP2021707017,2021-09-07 08:24:00+00:00,2021-09-07 06:50:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2021-09-07,06:50:00,2021-09-07,08:24:00
38805,21-051642,MP202151642,2021-03-12 18:59:00+00:00,2021-03-12 00:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0040XX 30TH AVE S,3.0,Standish,44.92959,-93.22957,2021-03-12,00:00:00,2021-03-12,18:59:00
38812,21-109206,MP2021109206,2021-05-22 11:14:00+00:00,2021-05-22 02:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0019XX 38TH ST E,3.0,Standish,44.93411,-93.24417,2021-05-22,02:00:00,2021-05-22,11:14:00
38859,22-097725,MP202297725,2022-05-09 07:38:00+00:00,2022-05-09 06:44:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0038XX 24TH AVE S,3.0,Standish,44.93321,-93.23719,2022-05-09,06:44:00,2022-05-09,07:38:00
38895,20-700780,MP2020700780,2020-02-10 11:15:00+00:00,2020-02-10 11:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,,,0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2020-02-10,11:00:00,2020-02-10,11:15:00
39058,20-294544,MP2020294544,2020-11-22 00:44:00+00:00,2020-11-21 20:42:00+00:00,Person ,Assault Offenses ,Intimidation ,Threats (P),Threats (P),0038XX 25TH AVE S,3.0,Standish,44.93321,-93.23592,2020-11-21,20:42:00,2020-11-22,00:44:00
39103,19-701946,MP2019701946,2019-04-18 16:01:00+00:00,2019-04-02 10:00:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2019-04-02,10:00:00,2019-04-18,16:01:00
39139,22-706417,MP2022706417,2022-06-19 22:10:00+00:00,2022-06-16 15:30:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2022-06-16,15:30:00,2022-06-19,22:10:00
39207,20-709028,MP2020709028,2020-12-30 11:51:00+00:00,2020-12-29 11:20:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2020-12-29,11:20:00,2020-12-30,11:51:00
39326,19-312319,MP2019312319,2019-10-15 23:00:00+00:00,2019-10-15 23:00:00+00:00,Person ,Sex Offenses ,Sex Offenses,Crim Sex Conduct (P),Crim Sex Conduct (P),0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2019-10-15,23:00:00,2019-10-15,23:00:00
39821,20-128367,MP2020128367,2020-05-14 14:16:00+00:00,2020-05-13 22:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0041XX 19TH AVE S,3.0,Standish,44.92782,-93.24479,2020-05-13,22:00:00,2020-05-14,14:16:00
39858,20-706486,MP2020706486,2020-09-29 14:04:00+00:00,2020-09-22 11:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,,,0035XX 24TH AVE S,3.0,Standish,44.93863,-93.2372,2020-09-22,11:00:00,2020-09-29,14:04:00
39958,21-709720,MP2021709720,2021-11-27 12:22:00+00:00,2021-11-26 22:00:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2021-11-26,22:00:00,2021-11-27,12:22:00
40352,22-708907,MP2022708907,2022-08-08 13:21:00+00:00,2022-08-07 11:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,,,0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2022-08-07,11:00:00,2022-08-08,13:21:00
40374,22-710793,MP2022710793,2022-09-19 10:28:00+00:00,2022-09-18 00:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,,,0039XX 24TH AVE S,3.0,Standish,44.93141,-93.23719,2022-09-18,00:00:00,2022-09-19,10:28:00
40486,21-706122,MP2021706122,2021-08-12 12:14:00+00:00,2021-08-09 09:15:00+00:00,Property ,Fraud Offenses ,Credit Card/Automated Teller Machine Fraud ,,,0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2021-08-09,09:15:00,2021-08-12,12:14:00
40522,19-000047,MP201947,2019-01-01 01:26:00+00:00,2019-01-01 00:07:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Domestic (P),Damage Property-In Progress(P),0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2019-01-01,00:07:00,2019-01-01,01:26:00
40647,22-221144,MP2022221144,2022-09-18 13:20:00+00:00,2022-09-18 13:20:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,Panic Alarm (P),Panic Alarm (P),42ND ST E / CEDAR AVE S,3.0,Standish,44.92693,-93.24732,2022-09-18,13:20:00,2022-09-18,13:20:00
40675,19-316012,MP2019316012,2019-10-19 17:36:00+00:00,2019-10-19 00:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,Theft - Report Only (P),Theft - Report Only (P),0040XX 26TH AVE S,3.0,Standish,44.9296,-93.23466,2019-10-19,00:00:00,2019-10-19,17:36:00
40784,19-700027,MP2019700027,2019-01-02 13:59:00+00:00,2019-01-01 20:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2019-01-01,20:00:00,2019-01-02,13:59:00
40819,20-704147,MP2020704147,2020-07-21 08:01:00+00:00,2020-07-21 07:50:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2020-07-21,07:50:00,2020-07-21,08:01:00
40902,21-242722,MP2021242722,2021-10-21 15:38:00+00:00,2021-10-21 14:29:00+00:00,Person ,Assault Offenses ,Aggravated Assault ,Unknown Trouble (P),Assault in Progress (P),0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2021-10-21,14:29:00,2021-10-21,15:38:00
41038,22-701305,MP2022701305,2022-02-08 08:21:00+00:00,2022-02-07 17:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,,,0032XX 37TH ST E,3.0,Standish,44.93595,-93.22609,2022-02-07,17:00:00,2022-02-08,08:21:00
41075,22-126866,MP2022126866,2022-06-09 16:54:00+00:00,2022-06-09 16:54:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,Theft - Report Only (P),Theft - Report Only (P),0036XX 20TH AVE S,3.0,Standish,44.93682,-93.24355,2022-06-09,16:54:00,2022-06-09,16:54:00
41191,20-235516,MP2020235516,2020-09-11 03:58:00+00:00,2020-09-11 00:48:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0028XX 38TH ST E,3.0,Standish,44.93412,-93.23148,2020-09-11,00:48:00,2020-09-11,03:58:00
41240,22-703752,MP2022703752,2022-04-18 18:03:00+00:00,2022-02-26 22:35:00+00:00,Property ,Fraud Offenses ,Wire Fraud ,,,0039XX 24TH AVE S,3.0,Standish,44.93141,-93.23719,2022-02-26,22:35:00,2022-04-18,18:03:00
41270,20-155562,MP2020155562,2020-06-09 01:30:00+00:00,2020-06-08 20:30:00+00:00,Person ,Assault Offenses ,Simple Assault ,Assault Report Only (P),Assault Report Only (P),0039XX 27TH AVE S,3.0,Standish,44.93141,-93.23338,2020-06-08,20:30:00,2020-06-09,01:30:00
41328,21-704326,MP2021704326,2021-06-21 10:08:00+00:00,2021-06-16 05:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,,,0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2021-06-16,05:00:00,2021-06-21,10:08:00
41342,21-114711,MP2021114711,2021-05-28 16:07:00+00:00,2021-05-28 15:00:00+00:00,Person ,Assault Offenses ,Simple Assault ,Assault Report Only (P),Assault Report Only (P),0041XX 26TH AVE S,3.0,Standish,44.9278,-93.23466,2021-05-28,15:00:00,2021-05-28,16:07:00
41424,20-004137,MP20204137,2020-01-05 21:36:00+00:00,2020-01-05 19:14:00+00:00,Property ,Robbery ,Robbery ,Robbery of Person (P),Robbery of Person (P),0037XX 27TH AVE S,3.0,Standish,44.93502,-93.23338,2020-01-05,19:14:00,2020-01-05,21:36:00
41559,22-015867,MP202215867,2022-01-23 23:08:00+00:00,2022-01-23 22:50:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,Auto Theft in Progress (P),Auto Theft in Progress (P),0037XX 28TH AVE S,3.0,Standish,44.93502,-93.23211,2022-01-23,22:50:00,2022-01-23,23:08:00
41673,19-703604,MP2019703604,2019-06-24 15:49:00+00:00,2019-06-17 00:01:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2019-06-17,00:01:00,2019-06-24,15:49:00
41712,19-706529,MP2019706529,2019-10-12 10:57:00+00:00,2019-10-11 12:00:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2019-10-11,12:00:00,2019-10-12,10:57:00
41724,19-180920,MP2019180920,2019-06-22 22:51:00+00:00,2019-06-22 21:00:00+00:00,Person ,Assault Offenses ,Simple Assault ,Unwanted Person (P),Fight (P),0030XX 38TH ST E,3.0,Standish,44.93412,-93.22979,2019-06-22,21:00:00,2019-06-22,22:51:00
41824,20-124496,MP2020124496,2020-05-11 00:33:00+00:00,2020-05-10 21:07:00+00:00,Person ,Assault Offenses ,Intimidation ,Domestic Abuse-In Progress (P),Domestic (P),0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2020-05-10,21:07:00,2020-05-11,00:33:00
42230,21-264133,MP2021264133,2021-11-16 14:18:00+00:00,2021-11-16 14:15:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Unknown Trouble (P),Unknown Trouble (P),0037XX 23RD AVE S,3.0,Standish,44.93501,-93.23889,2021-11-16,14:15:00,2021-11-16,14:18:00
42542,20-202580,MP2020202580,2020-08-04 08:28:00+00:00,2020-08-04 05:10:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,Recover Property (P),Recover Property (P),0042XX 19TH AVE S,3.0,Standish,44.92602,-93.24478,2020-08-04,05:10:00,2020-08-04,08:28:00
42634,21-703474,MP2021703474,2021-05-21 10:50:00+00:00,2021-05-17 17:30:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0032XX 37TH ST E,3.0,Standish,44.93595,-93.22609,2021-05-17,17:30:00,2021-05-21,10:50:00
43199,22-707799,MP2022707799,2022-07-16 21:59:00+00:00,2022-07-16 00:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,,,0041XX STANDISH AVE,3.0,Standish,44.92781,-93.23973,2022-07-16,00:00:00,2022-07-16,21:59:00
43600,20-260262,MP2020260262,2020-10-09 11:42:00+00:00,2020-10-09 10:50:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft in Progress (P),Auto Theft in Progress (P),0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2020-10-09,10:50:00,2020-10-09,11:42:00
43618,21-700974,MP2021700974,2021-02-09 12:55:00+00:00,2021-02-02 12:00:00+00:00,Property ,Fraud Offenses ,Identity Theft ,,,0041XX STANDISH AVE,3.0,Standish,44.92781,-93.23973,2021-02-02,12:00:00,2021-02-09,12:55:00
43671,22-705473,MP2022705473,2022-05-29 12:03:00+00:00,2022-05-29 11:30:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2022-05-29,11:30:00,2022-05-29,12:03:00
43881,21-109665,MP2021109665,2021-05-22 21:39:00+00:00,2021-05-22 21:38:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft in Progress (P),Auto Theft (P),0037XX LONGFELLOW AVE,3.0,Standish,44.93502,-93.24605,2021-05-22,21:38:00,2021-05-22,21:39:00
43951,21-082651,MP202182651,2021-04-20 17:45:00+00:00,2019-10-01 21:00:00+00:00,Society ,Pornography/Obscene Material ,Pornography/Obscene Material ,Emotionally Disturb Person (P),Emotionally Disturb Person (P),0041XX 26TH AVE S,3.0,Standish,44.9278,-93.23466,2019-10-01,21:00:00,2021-04-20,17:45:00
43967,20-150950,MP2020150950,2020-06-03 05:27:00+00:00,2020-06-03 03:27:00+00:00,Person ,Assault Offenses ,Simple Assault ,Person with a Weapon (P),Person with a Weapon (P),0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2020-06-03,03:27:00,2020-06-03,05:27:00
