,Case_Number,Case_NumberAlt,Reported_Date,Occurred_Date,NIBRS_Crime_Against,Offense_Category,Offense,Problem_Initial,Problem_Final,Address,Precinct,Neighborhood,Latitude,Longitude,Date_Occurred,Time_Occurred,Date_Reported,Time_Reported
11437,20-212451,MP2020212451,2020-08-15 12:33:00+00:00,2020-08-14 23:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0041XX 23RD AVE S,3.0,Standish,44.92781,-93.23846,2020-08-14,23:00:00,2020-08-15,12:33:00
11449,21-197762,MP2021197762,2021-08-31 19:18:00+00:00,2021-08-31 17:51:00+00:00,Person ,Assault Offenses ,Simple Assault ,Disturbance (P),Assault in Progress (P),0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2021-08-31,17:51:00,2021-08-31,19:18:00
11519,20-071844,MP202071844,2020-03-17 21:56:00+00:00,2020-03-17 18:52:00+00:00,Person ,Assault Offenses ,Aggravated Assault ,Unknown Wireless/Cell Phone(P)~PD,Unknown Trouble (P),0041XX STANDISH AVE,3.0,Standish,44.92781,-93.23973,2020-03-17,18:52:00,2020-03-17,21:56:00
11587,20-278784,MP2020278784,2020-11-01 09:27:00+00:00,2020-10-31 19:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,Theft - Report Only (P),Theft - Report Only (P),0042XX 27TH AVE S,3.0,Standish,44.92599,-93.23337,2020-10-31,19:00:00,2020-11-01,09:27:00
11667,19-116338,MP2019116338,2019-04-25 16:37:00+00:00,2019-04-24 22:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0040XX 25TH AVE S,3.0,Standish,44.9296,-93.23593,2019-04-24,22:00:00,2019-04-25,16:37:00
11675,22-159067,MP2022159067,2022-07-13 19:46:00+00:00,2022-07-11 21:30:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Suspicious Person (P),Suspicious Vehicle (P),0038XX 24TH AVE S,3.0,Standish,44.93321,-93.23719,2022-07-11,21:30:00,2022-07-13,19:46:00
11689,21-704361,MP2021704361,2021-06-22 06:44:00+00:00,2021-06-21 19:30:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2021-06-21,19:30:00,2021-06-22,06:44:00
11729,21-123635,MP2021123635,2021-06-07 12:02:00+00:00,2021-05-31 12:00:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Damage Property-Rpt Only (P),Damage Property-Rpt Only (P),0036XX 26TH AVE S,3.0,Standish,44.93682,-93.23465,2021-05-31,12:00:00,2021-06-07,12:02:00
11823,22-191870,MP2022191870,2022-08-17 21:12:00+00:00,2022-08-15 18:19:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0042XX 27TH AVE S,3.0,Standish,44.92599,-93.23337,2022-08-15,18:19:00,2022-08-17,21:12:00
11867,19-241712,MP2019241712,2019-08-13 14:03:00+00:00,2019-08-13 13:28:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0039XX 26TH AVE S,3.0,Standish,44.9314,-93.23465,2019-08-13,13:28:00,2019-08-13,14:03:00
12089,20-701483,MP2020701483,2020-03-18 16:19:00+00:00,2020-03-05 00:00:00+00:00,Property ,Fraud Offenses ,Identity Theft ,,,0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2020-03-05,00:00:00,2020-03-18,16:19:00
12137,20-263473,MP2020263473,2020-10-13 10:25:00+00:00,2020-10-12 00:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0037XX 29TH AVE S,3.0,Standish,44.93501,-93.23085,2020-10-12,00:00:00,2020-10-13,10:25:00
12408,19-291275,MP2019291275,2019-09-25 05:30:00+00:00,2019-09-25 03:45:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Suspicious Person (P),Burglary Dwlng In Progress (P),0040XX 23RD AVE S,3.0,Standish,44.92961,-93.23846,2019-09-25,03:45:00,2019-09-25,05:30:00
12411,22-089739,MP202289739,2022-04-29 08:30:00+00:00,2022-04-28 22:30:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2022-04-28,22:30:00,2022-04-29,08:30:00
12583,20-241179,MP2020241179,2020-09-17 18:20:00+00:00,2020-09-17 17:15:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0037XX 20TH AVE S,3.0,Standish,44.93501,-93.24354,2020-09-17,17:15:00,2020-09-17,18:20:00
12727,21-700557,MP2021700557,2021-01-25 13:39:00+00:00,2021-01-16 13:32:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2021-01-16,13:32:00,2021-01-25,13:39:00
12822,20-243496,MP2020243496,2020-09-20 09:13:00+00:00,2020-09-19 00:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0038XX 22ND AVE S,3.0,Standish,44.93321,-93.24099,2020-09-19,00:00:00,2020-09-20,09:13:00
12932,22-708670,MP2022708670,2022-08-03 09:44:00+00:00,2022-08-02 03:40:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2022-08-02,03:40:00,2022-08-03,09:44:00
13214,19-193731,MP2019193731,2019-07-03 16:16:00+00:00,2019-01-11 18:30:00+00:00,Property ,Fraud Offenses ,Credit Card/Automated Teller Machine Fraud ,Theft - Report Only (P),Theft - Report Only (P),0030XX 38TH ST E,3.0,Standish,44.93412,-93.22979,2019-01-11,18:30:00,2019-07-03,16:16:00
13293,19-373340,MP2019373340,2019-12-21 21:31:00+00:00,2019-12-21 18:35:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft in Progress (P),Auto Theft in Progress (P),0036XX 27TH AVE S,3.0,Standish,44.93682,-93.23339,2019-12-21,18:35:00,2019-12-21,21:31:00
13603,20-703221,MP2020703221,2020-06-16 12:05:00+00:00,2020-06-15 23:00:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2020-06-15,23:00:00,2020-06-16,12:05:00
13644,20-064555,MP202064555,2020-03-10 19:15:00+00:00,2020-03-10 15:30:00+00:00,Society ,Weapon Law Violations ,Weapon Law Violations ,Miscellaneous (P),Miscellaneous (P),0041XX 26TH AVE S,3.0,Standish,44.9278,-93.23466,2020-03-10,15:30:00,2020-03-10,19:15:00
13900,21-186096,MP2021186096,2021-08-11 00:00:00+00:00,2021-01-01 00:00:00+00:00,Person ,Sex Offenses ,Sex Offenses,Crim Sex Conduct (P)~PD,Crim Sex Conduct/Report (P),0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2021-01-01,00:00:00,2021-08-11,00:00:00
14405,21-292498,MP2021292498,2021-12-23 08:35:00+00:00,2021-12-23 05:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,Theft - Report Only (P),Theft - Report Only (P),0041XX 23RD AVE S,3.0,Standish,44.92781,-93.23846,2021-12-23,05:00:00,2021-12-23,08:35:00
14787,20-706934,MP2020706934,2020-10-14 14:46:00+00:00,2020-05-04 14:35:00+00:00,Property ,Fraud Offenses ,Identity Theft ,,,0041XX STANDISH AVE,3.0,Standish,44.92781,-93.23973,2020-05-04,14:35:00,2020-10-14,14:46:00
14800,19-206335,MP2019206335,2019-07-14 08:50:00+00:00,2019-07-13 23:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0039XX 23RD AVE S,3.0,Standish,44.93141,-93.23846,2019-07-13,23:00:00,2019-07-14,08:50:00
15262,22-026232,MP202226232,2022-02-06 21:56:00+00:00,2022-02-06 21:56:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0037XX LONGFELLOW AVE,3.0,Standish,44.93502,-93.24605,2022-02-06,21:56:00,2022-02-06,21:56:00
15264,22-711558,MP2022711558,2022-09-29 18:51:00+00:00,2022-09-29 18:40:00+00:00,Property ,Fraud Offenses ,Credit Card/Automated Teller Machine Fraud ,,,0039XX 24TH AVE S,3.0,Standish,44.93141,-93.23719,2022-09-29,18:40:00,2022-09-29,18:51:00
15391,22-118671,MP2022118671,2022-06-01 07:15:00+00:00,2022-05-31 17:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0038XX 28TH AVE S,3.0,Standish,44.93321,-93.23211,2022-05-31,17:00:00,2022-06-01,07:15:00
15600,21-708428,MP2021708428,2021-10-18 12:20:00+00:00,2021-10-17 23:45:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2021-10-17,23:45:00,2021-10-18,12:20:00
15708,21-048176,MP202148176,2021-03-08 08:45:00+00:00,2021-02-24 16:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0026XX 42ND ST E,3.0,Standish,44.92689,-93.23402,2021-02-24,16:00:00,2021-03-08,08:45:00
15730,22-706741,MP2022706741,2022-06-25 22:50:00+00:00,2022-06-25 22:20:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2022-06-25,22:20:00,2022-06-25,22:50:00
15791,22-708969,MP2022708969,2022-08-09 13:21:00+00:00,2022-08-08 20:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2022-08-08,20:00:00,2022-08-09,13:21:00
15814,22-253189,MP2022253189,2022-10-24 07:30:00+00:00,2022-10-23 18:30:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0041XX 26TH AVE S,3.0,Standish,44.9278,-93.23466,2022-10-23,18:30:00,2022-10-24,07:30:00
16016,22-705163,MP2022705163,2022-05-22 21:48:00+00:00,2022-05-22 21:25:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2022-05-22,21:25:00,2022-05-22,21:48:00
16277,20-707430,MP2020707430,2020-10-29 11:26:00+00:00,2020-10-29 10:05:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2020-10-29,10:05:00,2020-10-29,11:26:00
16300,19-701731,MP2019701731,2019-04-08 13:19:00+00:00,2019-04-08 12:10:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0041XX 26TH AVE S,3.0,Standish,44.9278,-93.23466,2019-04-08,12:10:00,2019-04-08,13:19:00
16433,19-344790,MP2019344790,2019-11-19 11:10:00+00:00,2019-11-16 14:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2019-11-16,14:00:00,2019-11-19,11:10:00
16613,19-708056,MP2019708056,2019-12-16 16:06:00+00:00,2019-12-16 09:31:00+00:00,Property ,Fraud Offenses ,Credit Card/Automated Teller Machine Fraud ,,,0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2019-12-16,09:31:00,2019-12-16,16:06:00
16967,20-000689,MP2020689,2020-01-02 00:04:00+00:00,2020-01-01 00:30:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0037XX 29TH AVE S,3.0,Standish,44.93501,-93.23085,2020-01-01,00:30:00,2020-01-02,00:04:00
17140,19-269306,MP2019269306,2019-09-06 11:45:00+00:00,2019-09-05 20:00:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0040XX 30TH AVE S,3.0,Standish,44.92959,-93.22957,2019-09-05,20:00:00,2019-09-06,11:45:00
17221,22-707715,MP2022707715,2022-07-15 08:37:00+00:00,2022-05-01 08:30:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,,,0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2022-05-01,08:30:00,2022-07-15,08:37:00
17665,21-700102,MP2021700102,2021-01-06 16:01:00+00:00,2021-01-04 16:00:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2021-01-04,16:00:00,2021-01-06,16:01:00
17791,19-216950,MP2019216950,2019-07-23 14:17:00+00:00,2019-04-01 00:01:00+00:00,Person ,Sex Offenses ,Sex Offenses,Receive Information (P),Receive Information (P),0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2019-04-01,00:01:00,2019-07-23,14:17:00
17859,21-707842,MP2021707842,2021-09-29 19:39:00+00:00,2021-09-29 04:30:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0039XX 24TH AVE S,3.0,Standish,44.93141,-93.23719,2021-09-29,04:30:00,2021-09-29,19:39:00
18534,21-197762,MP2021197762,2021-08-31 19:18:00+00:00,2021-08-31 17:51:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,Disturbance (P),Assault in Progress (P),0019XX 37TH ST E,3.0,Standish,44.93592,-93.24418,2021-08-31,17:51:00,2021-08-31,19:18:00
18634,21-242889,MP2021242889,2021-10-21 18:24:00+00:00,2021-10-21 07:30:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng In Progress (P),Burglary Dwlng In Progress (P),0038XX 20TH AVE S,3.0,Standish,44.93321,-93.24353,2021-10-21,07:30:00,2021-10-21,18:24:00
18925,19-703729,MP2019703729,2019-06-28 11:41:00+00:00,2019-06-27 23:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2019-06-27,23:00:00,2019-06-28,11:41:00
19067,22-166135,MP2022166135,2022-07-21 09:21:00+00:00,2022-07-21 09:21:00+00:00,Person ,Assault Offenses ,Intimidation ,Disturbance (P),Disturbance (P),0019XX 40TH ST E,3.0,Standish,44.93052,-93.24416,2022-07-21,09:21:00,2022-07-21,09:21:00
19182,22-705075,MP2022705075,2022-05-20 08:21:00+00:00,2022-05-19 22:30:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2022-05-19,22:30:00,2022-05-20,08:21:00
19276,21-125675,MP2021125675,2021-06-09 16:48:00+00:00,2021-06-04 17:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2021-06-04,17:00:00,2021-06-09,16:48:00
19367,22-056116,MP202256116,2022-06-13 00:00:00+00:00,2022-06-13 00:00:00+00:00,Person ,Assault Offenses ,Simple Assault ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2022-06-13,00:00:00,2022-06-13,00:00:00
19509,21-121860,MP2021121860,2021-06-05 12:06:00+00:00,2021-06-05 02:00:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Damage Property-Rpt Only (P),Damage Property-Rpt Only (P),0040XX 26TH AVE S,3.0,Standish,44.9296,-93.23466,2021-06-05,02:00:00,2021-06-05,12:06:00
19564,21-216047,MP2021216047,2021-11-12 15:30:00+00:00,2021-11-12 01:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,Suspicious Vehicle (P),Suspicious Vehicle (P),0018XX 42ND ST E,3.0,Standish,44.92693,-93.24669,2021-11-12,01:00:00,2021-11-12,15:30:00
19601,21-227648,MP2021227648,2021-10-04 07:30:00+00:00,2021-10-03 17:00:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Damage Property-Rpt Only (P),Damage Property-Rpt Only (P),0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2021-10-03,17:00:00,2021-10-04,07:30:00
19694,19-349086,MP2019349086,2019-11-23 21:24:00+00:00,2017-11-23 00:00:00+00:00,Person ,Sex Offenses ,Sex Offenses,Crim Sex Conduct (P),Crim Sex Conduct (P),0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2017-11-23,00:00:00,2019-11-23,21:24:00
20049,22-165372,MP2022165372,2022-07-20 17:50:00+00:00,2022-07-20 10:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0025XX 38TH ST E,3.0,Standish,44.93411,-93.23528,2022-07-20,10:00:00,2022-07-20,17:50:00
20065,20-055010,MP202055010,2020-02-29 22:49:00+00:00,2020-02-29 22:49:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0027XX 42ND ST E,3.0,Standish,44.92689,-93.23275,2020-02-29,22:49:00,2020-02-29,22:49:00
20284,19-014925,MP201914925,2019-01-14 15:59:00+00:00,2019-01-14 15:00:00+00:00,Person ,Assault Offenses ,Simple Assault ,Assault Report Only (P),Assault Report Only (P),0037XX 23RD AVE S,3.0,Standish,44.93501,-93.23889,2019-01-14,15:00:00,2019-01-14,15:59:00
20632,20-041450,MP202041450,2020-02-15 02:38:00+00:00,2020-02-15 02:35:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Damage Property-In Progress(P),Damage Property-In Progress(P),0038XX 22ND AVE S,3.0,Standish,44.93321,-93.24099,2020-02-15,02:35:00,2020-02-15,02:38:00
20642,21-239952,MP2021239952,2021-10-18 04:43:00+00:00,2021-10-18 04:43:00+00:00,Person ,Assault Offenses ,Aggravated Assault ,Person with a Gun (P),Person with a Gun (P),0039XX 24TH AVE S,3.0,Standish,44.93141,-93.23719,2021-10-18,04:43:00,2021-10-18,04:43:00
20857,20-018659,MP202018659,2020-01-22 08:53:00+00:00,2020-01-22 06:30:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0041XX 32ND AVE S,3.0,Standish,44.92778,-93.22565,2020-01-22,06:30:00,2020-01-22,08:53:00
20969,21-229699,MP2021229699,2021-10-06 08:00:00+00:00,2021-10-06 05:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,Suspicious Vehicle (P),Damage Property-Rpt Only (P),0040XX STANDISH AVE,3.0,Standish,44.92961,-93.23973,2021-10-06,05:00:00,2021-10-06,08:00:00
21102,22-079927,MP202279927,2022-04-17 08:43:00+00:00,2022-04-17 07:40:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2022-04-17,07:40:00,2022-04-17,08:43:00
21115,21-709373,MP2021709373,2021-11-15 13:37:00+00:00,2021-11-12 21:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft From Motor Vehicle ,,,0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2021-11-12,21:00:00,2021-11-15,13:37:00
21176,20-703419,MP2020703419,2020-06-22 14:59:00+00:00,2020-06-18 04:00:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2020-06-18,04:00:00,2020-06-22,14:59:00
21229,19-705988,MP2019705988,2019-09-22 11:10:00+00:00,2019-09-22 03:00:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,,,0041XX STANDISH AVE,3.0,Standish,44.92781,-93.23973,2019-09-22,03:00:00,2019-09-22,11:10:00
21522,22-191256,MP2022191256,2022-09-09 00:00:00+00:00,2022-09-09 00:00:00+00:00,Person ,Sex Offenses ,Sex Offenses,Miscellaneous (P),Miscellaneous (P),0037XX 25TH AVE S,3.0,Standish,44.93501,-93.23592,2022-09-09,00:00:00,2022-09-09,00:00:00
21632,22-177037,MP2022177037,2022-08-02 00:31:00+00:00,2022-08-02 00:31:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Person with a Gun (P),Damage Property-In Progress(P),0041XX 31ST AVE S,3.0,Standish,44.92778,-93.22703,2022-08-02,00:31:00,2022-08-02,00:31:00
22012,22-702979,MP2022702979,2022-03-28 10:02:00+00:00,2022-03-27 18:30:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,,,0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2022-03-27,18:30:00,2022-03-28,10:02:00
22244,20-703210,MP2020703210,2020-06-16 10:02:00+00:00,2020-06-05 00:00:00+00:00,Property ,Fraud Offenses ,Identity Theft ,,,0041XX STANDISH AVE,3.0,Standish,44.92781,-93.23973,2020-06-05,00:00:00,2020-06-16,10:02:00
22372,22-182587,MP2022182587,2022-08-17 10:57:00+00:00,2022-08-07 10:57:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0037XX BLOOMINGTON AVE,3.0,Standish,44.93502,-93.2524,2022-08-07,10:57:00,2022-08-17,10:57:00
22398,22-089685,MP202289685,2022-04-29 05:58:00+00:00,2022-04-29 05:58:00+00:00,Person ,Assault Offenses ,Aggravated Assault ,Domestic Abuse-In Progress (P),Domestic Abuse-In Progress (P),0040XX NOKOMIS AVE S,3.0,Standish,44.9296,-93.22831,2022-04-29,05:58:00,2022-04-29,05:58:00
22449,20-004137,MP20204137,2020-01-05 21:36:00+00:00,2020-01-05 19:14:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,Robbery of Person (P),Robbery of Person (P),0037XX 27TH AVE S,3.0,Standish,44.93502,-93.23338,2020-01-05,19:14:00,2020-01-05,21:36:00
22487,22-708518,MP2022708518,2022-07-31 11:15:00+00:00,2022-07-31 04:00:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,,,0040XX 19TH AVE S,3.0,Standish,44.92962,-93.2448,2022-07-31,04:00:00,2022-07-31,11:15:00
22592,20-233520,MP2020233520,2020-09-08 17:37:00+00:00,2020-09-07 18:00:00+00:00,Property ,Destruction/Damage/Vandalism of Property ,Destruction/Damage/Vandalism of Property ,Burglary Dwlng In Progress (P),Burglary Dwlng In Progress (P),0037XX 29TH AVE S,3.0,Standish,44.93501,-93.23085,2020-09-07,18:00:00,2020-09-08,17:37:00
22707,19-188558,MP2019188558,2019-06-29 03:54:00+00:00,2019-06-29 03:54:00+00:00,Property ,Larceny/Theft Offenses ,All Other Larceny ,Theft (P),Robbery of Person (P),0042XX 25TH AVE S,3.0,Standish,44.926,-93.23595,2019-06-29,03:54:00,2019-06-29,03:54:00
22709,22-069965,MP202269965,2022-04-04 08:47:00+00:00,2022-04-04 08:47:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft in Progress (P),Auto Theft in Progress (P),0024XX 38TH ST E,3.0,Standish,44.93411,-93.23655,2022-04-04,08:47:00,2022-04-04,08:47:00
22815,19-326756,MP2019326756,2019-10-31 08:45:00+00:00,2019-10-30 17:30:00+00:00,Property ,Burglary/Breaking & Entering ,Burglary/Breaking & Entering ,Burglary Dwlng - Report (P),Burglary Dwlng - Report (P),0037XX 27TH AVE S,3.0,Standish,44.93502,-93.23338,2019-10-30,17:30:00,2019-10-31,08:45:00
22820,21-709001,MP2021709001,2021-11-03 19:24:00+00:00,2021-11-02 16:31:00+00:00,Property ,Larceny/Theft Offenses ,Theft of Motor Vehicle Parts or Accessories ,,,0041XX STANDISH AVE,3.0,Standish,44.92781,-93.23973,2021-11-02,16:31:00,2021-11-03,19:24:00
22892,22-121134,MP2022121134,2022-06-03 18:12:00+00:00,2022-06-03 17:00:00+00:00,Property ,Motor Vehicle Theft ,Motor Vehicle Theft ,Auto Theft (P),Auto Theft (P),0037XX 21ST AVE S,3.0,Standish,44.93501,-93.24226,2022-06-03,17:00:00,2022-06-03,18:12:00
